timestamp,transaction_type,token,amount
1571936263,WITHDRAWAL,BTC,0.740358
1571936182,DEPOSIT,BTC,0.761977
1571936150,DEPOSIT,ETH,0.627446
1571936063,WITHDRAWAL,BTC,0.286457
1571935997,DEPOSIT,BTC,0.524809
1571935904,WITHDRAWAL,ETH,0.421414
1571935834,WITHDRAWAL,XRP,0.803441
1571935812,WITHDRAWAL,BTC,0.185137
1571935754,DEPOSIT,BTC,0.699742
1571935749,WITHDRAWAL,ETH,0.354617
1571935741,DEPOSIT,BTC,0.205424
1571935707,DEPOSIT,BTC,0.050966
1571935636,DEPOSIT,ETH,0.826655
1571935598,WITHDRAWAL,BTC,0.615745
1571935580,DEPOSIT,ETH,0.32623
1571935506,DEPOSIT,ETH,0.406721
1571935427,WITHDRAWAL,XRP,0.059554
1571935415,WITHDRAWAL,BTC,0.837593
1571935326,DEPOSIT,ETH,0.106072
1571935265,DEPOSIT,BTC,0.008191
1571935187,WITHDRAWAL,XRP,0.891779
1571935178,DEPOSIT,ETH,0.226335
1571935108,WITHDRAWAL,XRP,0.203795
1571935106,WITHDRAWAL,XRP,0.857974
1571935056,DEPOSIT,XRP,0.254584
1571934994,DEPOSIT,ETH,0.1518
1571934897,DEPOSIT,BTC,0.441174
1571934824,DEPOSIT,XRP,0.423179
1571934750,DEPOSIT,XRP,0.846705
1571934728,DEPOSIT,BTC,0.073683
1571934715,DEPOSIT,BTC,0.266648
1571934699,WITHDRAWAL,ETH,0.642966
1571934651,WITHDRAWAL,ETH,0.645674
1571934629,DEPOSIT,ETH,0.270118
1571934563,WITHDRAWAL,ETH,0.931951
1571934512,WITHDRAWAL,BTC,0.91228
1571934433,DEPOSIT,BTC,0.659221
1571934362,DEPOSIT,BTC,0.559412
1571934295,WITHDRAWAL,BTC,0.584628
1571934292,WITHDRAWAL,BTC,0.153787
1571934215,DEPOSIT,XRP,0.821713
1571934154,WITHDRAWAL,BTC,0.568383
1571934057,WITHDRAWAL,BTC,0.466495
1571933959,DEPOSIT,ETH,0.028198
1571933902,DEPOSIT,XRP,0.376914
1571933894,WITHDRAWAL,ETH,0.143575
1571933827,WITHDRAWAL,XRP,0.980391
1571933740,DEPOSIT,BTC,0.895536
1571933735,WITHDRAWAL,BTC,0.75538
1571933702,DEPOSIT,ETH,0.097768
1571933620,DEPOSIT,BTC,0.57823
1571933609,WITHDRAWAL,BTC,0.046715
1571933570,DEPOSIT,BTC,0.515278
1571933535,WITHDRAWAL,BTC,0.568618
1571933505,WITHDRAWAL,BTC,0.443666
1571933465,DEPOSIT,XRP,0.60617
1571933457,DEPOSIT,BTC,0.991549
1571933420,WITHDRAWAL,ETH,0.265108
1571933388,DEPOSIT,BTC,0.281629
1571933330,DEPOSIT,BTC,0.612585
1571933240,DEPOSIT,ETH,0.498247
1571933196,DEPOSIT,BTC,0.974764
1571933140,WITHDRAWAL,BTC,0.80134
1571933047,WITHDRAWAL,XRP,0.592491
1571932997,DEPOSIT,XRP,0.267792
1571932958,WITHDRAWAL,BTC,0.004597
1571932915,DEPOSIT,BTC,0.442827
1571932864,DEPOSIT,BTC,0.024657
1571932816,WITHDRAWAL,ETH,0.27396
1571932807,DEPOSIT,ETH,0.032614
1571932748,DEPOSIT,XRP,0.233603
1571932711,DEPOSIT,XRP,0.8064
1571932681,DEPOSIT,BTC,0.597112
1571932646,DEPOSIT,ETH,0.869051
1571932596,DEPOSIT,BTC,0.082421
1571932580,WITHDRAWAL,XRP,0.368654
1571932523,DEPOSIT,ETH,0.500237
1571932457,WITHDRAWAL,ETH,0.576874
1571932441,WITHDRAWAL,ETH,0.913743
1571932398,DEPOSIT,XRP,0.162158
1571932344,WITHDRAWAL,BTC,0.871941
1571932259,DEPOSIT,BTC,0.600041
1571932203,DEPOSIT,BTC,0.391691
1571932131,WITHDRAWAL,BTC,0.599451
1571932086,DEPOSIT,ETH,0.230899
1571932031,DEPOSIT,BTC,0.499453
1571932009,DEPOSIT,ETH,0.253962
1571931926,WITHDRAWAL,XRP,0.614732
1571931893,DEPOSIT,ETH,0.991541
1571931801,WITHDRAWAL,BTC,0.60398
1571931703,WITHDRAWAL,BTC,0.56599
1571931646,WITHDRAWAL,ETH,0.48771
1571931557,DEPOSIT,XRP,0.176183
1571931493,DEPOSIT,XRP,0.985421
1571931449,WITHDRAWAL,ETH,0.603739
1571931380,DEPOSIT,ETH,0.001906
1571931310,WITHDRAWAL,BTC,0.40288
1571931295,DEPOSIT,XRP,0.44459
1571931239,WITHDRAWAL,BTC,0.65231
1571931175,WITHDRAWAL,ETH,0.973183
1571931139,WITHDRAWAL,BTC,0.483526
1571931074,DEPOSIT,ETH,0.136603
1571930986,DEPOSIT,XRP,0.849101
1571930956,DEPOSIT,ETH,0.720116
1571930938,DEPOSIT,XRP,0.838596
1571930872,DEPOSIT,BTC,0.020512
1571930830,WITHDRAWAL,XRP,0.822824
1571930777,WITHDRAWAL,BTC,0.436645
1571930724,DEPOSIT,XRP,0.463512
1571930632,WITHDRAWAL,ETH,0.362471
1571930617,DEPOSIT,XRP,0.459315
1571930552,DEPOSIT,ETH,0.167506
1571930505,DEPOSIT,XRP,0.331473
1571930477,WITHDRAWAL,ETH,0.476086
1571930378,WITHDRAWAL,BTC,0.623203
1571930364,WITHDRAWAL,ETH,0.028876
1571930323,DEPOSIT,BTC,0.234893
1571930317,DEPOSIT,BTC,0.708647
1571930314,DEPOSIT,BTC,0.605826
1571930272,WITHDRAWAL,XRP,0.173527
1571930267,DEPOSIT,XRP,0.027042
1571930232,DEPOSIT,XRP,0.889909
1571930206,DEPOSIT,ETH,0.793562
1571930120,DEPOSIT,ETH,0.324835
1571930103,WITHDRAWAL,BTC,0.609401
1571930075,DEPOSIT,BTC,0.336104
1571930026,DEPOSIT,ETH,0.281784
1571930018,DEPOSIT,XRP,0.765
1571929968,DEPOSIT,XRP,0.443361
1571929886,DEPOSIT,ETH,0.603538
1571929861,DEPOSIT,BTC,0.492784
1571929799,DEPOSIT,ETH,0.099147
1571929765,WITHDRAWAL,BTC,0.71042
1571929674,WITHDRAWAL,BTC,0.419742
1571929653,DEPOSIT,ETH,0.92136
1571929559,DEPOSIT,BTC,0.532729
1571929487,DEPOSIT,XRP,0.415998
1571929436,DEPOSIT,ETH,0.977555
1571929406,DEPOSIT,XRP,0.555527
1571929308,DEPOSIT,XRP,0.88356
1571929286,DEPOSIT,ETH,0.967835
1571929239,DEPOSIT,XRP,0.255246
1571929205,DEPOSIT,ETH,0.220506
1571929168,WITHDRAWAL,BTC,0.327798
1571929130,DEPOSIT,XRP,0.538805
1571929034,DEPOSIT,ETH,0.454467
1571928967,WITHDRAWAL,ETH,0.031593
1571928925,WITHDRAWAL,XRP,0.344934
1571928879,WITHDRAWAL,XRP,0.773402
1571928805,WITHDRAWAL,BTC,0.277037
1571928764,WITHDRAWAL,XRP,0.59981
1571928716,WITHDRAWAL,BTC,0.245822
1571928626,DEPOSIT,BTC,0.70783
1571928535,DEPOSIT,BTC,0.521479
1571928457,DEPOSIT,ETH,0.273375
1571928403,WITHDRAWAL,XRP,0.104414
1571928394,WITHDRAWAL,XRP,0.105137
1571928324,DEPOSIT,BTC,0.960917
1571928237,DEPOSIT,XRP,0.209627
1571928219,DEPOSIT,XRP,0.46411
1571928177,WITHDRAWAL,XRP,0.572414
1571928096,WITHDRAWAL,ETH,0.45329
1571928005,DEPOSIT,BTC,0.790708
1571927980,WITHDRAWAL,BTC,0.411594
1571927919,DEPOSIT,BTC,0.243454
1571927833,DEPOSIT,BTC,0.345762
1571927822,DEPOSIT,XRP,0.643562
1571927752,WITHDRAWAL,XRP,0.532597
1571927704,DEPOSIT,XRP,0.931126
1571927651,DEPOSIT,ETH,0.86993
1571927552,DEPOSIT,BTC,0.464358
1571927526,DEPOSIT,XRP,0.804022
1571927433,WITHDRAWAL,BTC,0.455746
1571927394,DEPOSIT,XRP,0.029515
1571927306,DEPOSIT,BTC,0.769126
1571927272,DEPOSIT,XRP,0.243057
1571927202,WITHDRAWAL,XRP,0.010968
1571927110,DEPOSIT,XRP,0.702375
1571927052,WITHDRAWAL,BTC,0.790221
1571926959,DEPOSIT,XRP,0.686514
1571926883,DEPOSIT,ETH,0.715769
1571926827,DEPOSIT,BTC,0.963781
1571926770,WITHDRAWAL,XRP,0.280176
1571926707,DEPOSIT,BTC,0.948764
1571926684,WITHDRAWAL,BTC,0.1402
1571926650,WITHDRAWAL,BTC,0.62349
1571926584,WITHDRAWAL,BTC,0.817075
1571926521,DEPOSIT,BTC,0.622735
1571926502,DEPOSIT,XRP,0.966891
1571926496,WITHDRAWAL,BTC,0.346927
1571926450,WITHDRAWAL,XRP,0.750864
1571926385,DEPOSIT,ETH,0.616731
1571926359,WITHDRAWAL,XRP,0.478176
1571926274,WITHDRAWAL,ETH,0.950954
1571926237,WITHDRAWAL,ETH,0.419883
1571926185,WITHDRAWAL,XRP,0.629484
1571926175,WITHDRAWAL,XRP,0.414015
1571926170,DEPOSIT,BTC,0.858826
1571926071,DEPOSIT,BTC,0.644528
1571925986,WITHDRAWAL,BTC,0.578897
1571925933,DEPOSIT,ETH,0.706293
1571925855,DEPOSIT,ETH,0.922052
1571925850,DEPOSIT,ETH,0.988927
1571925774,WITHDRAWAL,BTC,0.51665
1571925751,DEPOSIT,BTC,0.71715
1571925745,DEPOSIT,XRP,0.547544
1571925702,DEPOSIT,BTC,0.421689
1571925658,DEPOSIT,BTC,0.649524
1571925612,WITHDRAWAL,XRP,0.102699
1571925544,WITHDRAWAL,BTC,0.243665
1571925533,DEPOSIT,XRP,0.415232
1571925500,WITHDRAWAL,ETH,0.943239
1571925436,WITHDRAWAL,ETH,0.468883
1571925373,WITHDRAWAL,BTC,0.367772
1571925278,WITHDRAWAL,BTC,0.979392
1571925232,WITHDRAWAL,XRP,0.025341
1571925222,DEPOSIT,BTC,0.533821
1571925169,DEPOSIT,BTC,0.149842
1571925116,WITHDRAWAL,BTC,0.37515
1571925103,DEPOSIT,ETH,0.260468
1571925006,WITHDRAWAL,ETH,0.871458
1571924909,WITHDRAWAL,XRP,0.599538
1571924881,WITHDRAWAL,BTC,0.812415
1571924850,DEPOSIT,ETH,0.307038
1571924811,WITHDRAWAL,BTC,0.598903
1571924771,DEPOSIT,ETH,0.814432
1571924689,DEPOSIT,ETH,0.714538
1571924594,DEPOSIT,BTC,0.274235
1571924571,WITHDRAWAL,BTC,0.202823
1571924525,DEPOSIT,ETH,0.817797
1571924462,DEPOSIT,XRP,0.842747
1571924425,WITHDRAWAL,ETH,0.595973
1571924404,DEPOSIT,BTC,0.589435
1571924347,DEPOSIT,ETH,0.932486
1571924313,DEPOSIT,XRP,0.319714
1571924298,DEPOSIT,BTC,0.30739
1571924261,DEPOSIT,BTC,0.762125
1571924209,WITHDRAWAL,ETH,0.734411
1571924137,DEPOSIT,BTC,0.882984
1571924044,WITHDRAWAL,BTC,0.744423
1571924022,WITHDRAWAL,ETH,0.809914
1571924005,DEPOSIT,XRP,0.176044
1571923995,DEPOSIT,XRP,0.810689
1571923948,DEPOSIT,BTC,0.741401
1571923940,DEPOSIT,BTC,0.467181
1571923907,WITHDRAWAL,BTC,0.037975
1571923876,WITHDRAWAL,BTC,0.541388
1571923807,DEPOSIT,XRP,0.159485
1571923749,WITHDRAWAL,XRP,0.206564
1571923662,DEPOSIT,XRP,0.933867
1571923595,WITHDRAWAL,XRP,0.432985
1571923575,WITHDRAWAL,XRP,0.093644
1571923493,DEPOSIT,BTC,0.025704
1571923445,DEPOSIT,BTC,0.534918
1571923414,WITHDRAWAL,BTC,0.654027
1571923335,DEPOSIT,BTC,0.282597
1571923294,WITHDRAWAL,XRP,0.552049
1571923251,WITHDRAWAL,BTC,0.086423
1571923170,DEPOSIT,BTC,0.822354
1571923157,DEPOSIT,BTC,0.69503
1571923147,DEPOSIT,ETH,0.623917
1571923054,DEPOSIT,ETH,0.789252
1571923026,DEPOSIT,BTC,0.320697
1571922992,DEPOSIT,BTC,0.306289
1571922987,DEPOSIT,BTC,0.587895
1571922953,DEPOSIT,XRP,0.410939
1571922877,WITHDRAWAL,ETH,0.26579
1571922870,WITHDRAWAL,XRP,0.292592
1571922773,DEPOSIT,XRP,0.635216
1571922767,DEPOSIT,BTC,0.403386
1571922754,DEPOSIT,ETH,0.247367
1571922694,DEPOSIT,BTC,0.295376
1571922656,WITHDRAWAL,ETH,0.070742
1571922617,DEPOSIT,BTC,0.135113
1571922531,WITHDRAWAL,XRP,0.186031
1571922456,WITHDRAWAL,ETH,0.293244
1571922454,DEPOSIT,BTC,0.801635
1571922442,DEPOSIT,XRP,0.082274
1571922377,WITHDRAWAL,BTC,0.544237
1571922297,DEPOSIT,BTC,0.357035
1571922259,DEPOSIT,XRP,0.126305
1571922188,DEPOSIT,ETH,0.012772
1571922096,DEPOSIT,XRP,0.92471
1571922023,WITHDRAWAL,BTC,0.875587
1571921971,DEPOSIT,BTC,0.822625
1571921883,WITHDRAWAL,ETH,0.820734
1571921820,DEPOSIT,XRP,0.371214
1571921788,DEPOSIT,BTC,0.38175
1571921735,DEPOSIT,XRP,0.55754
1571921654,DEPOSIT,ETH,0.494055
1571921636,WITHDRAWAL,BTC,0.315163
1571921538,DEPOSIT,XRP,0.711101
1571921473,WITHDRAWAL,XRP,0.635534
1571921420,WITHDRAWAL,XRP,0.603661
1571921383,DEPOSIT,ETH,0.497065
1571921368,WITHDRAWAL,BTC,0.577682
1571921360,WITHDRAWAL,BTC,0.041261
1571921299,WITHDRAWAL,ETH,0.937039
1571921297,DEPOSIT,BTC,0.016068
1571921255,WITHDRAWAL,BTC,0.975514
1571921224,WITHDRAWAL,XRP,0.783429
1571921165,DEPOSIT,BTC,0.084291
1571921155,DEPOSIT,ETH,0.110645
1571921057,WITHDRAWAL,XRP,0.049649
1571921009,WITHDRAWAL,BTC,0.067748
1571920977,DEPOSIT,XRP,0.595731
1571920922,DEPOSIT,XRP,0.965399
1571920918,WITHDRAWAL,XRP,0.519119
1571920836,WITHDRAWAL,ETH,0.807158
1571920807,DEPOSIT,BTC,0.299568
1571920728,WITHDRAWAL,XRP,0.672213
1571920721,WITHDRAWAL,ETH,0.254241
1571920670,WITHDRAWAL,BTC,0.654755
1571920613,DEPOSIT,BTC,0.291698
1571920613,WITHDRAWAL,BTC,0.242499
1571920515,DEPOSIT,BTC,0.403057
1571920501,WITHDRAWAL,XRP,0.495732
1571920403,DEPOSIT,ETH,0.527215
1571920381,DEPOSIT,XRP,0.58729
1571920282,DEPOSIT,BTC,0.997302
1571920269,DEPOSIT,ETH,0.908295
1571920265,DEPOSIT,ETH,0.860306
1571920220,DEPOSIT,ETH,0.863281
1571920205,DEPOSIT,BTC,0.823014
1571920167,DEPOSIT,ETH,0.091688
1571920114,DEPOSIT,ETH,0.396924
1571920103,WITHDRAWAL,ETH,0.312011
1571920015,WITHDRAWAL,BTC,0.176666
1571919975,DEPOSIT,ETH,0.449472
1571919942,DEPOSIT,ETH,0.192864
1571919873,DEPOSIT,XRP,0.19937
1571919807,DEPOSIT,BTC,0.192051
1571919714,DEPOSIT,BTC,0.118761
1571919670,DEPOSIT,XRP,0.973143
1571919639,DEPOSIT,ETH,0.444606
1571919546,DEPOSIT,ETH,0.578683
1571919447,DEPOSIT,BTC,0.638678
1571919428,WITHDRAWAL,ETH,0.886616
1571919332,DEPOSIT,ETH,0.605212
1571919247,DEPOSIT,BTC,0.626513
1571919164,DEPOSIT,ETH,0.171668
1571919158,WITHDRAWAL,XRP,0.26159
1571919147,DEPOSIT,BTC,0.460717
1571919120,WITHDRAWAL,BTC,0.595864
1571919089,WITHDRAWAL,XRP,0.194424
1571919025,WITHDRAWAL,BTC,0.997769
1571918963,DEPOSIT,BTC,0.806663
1571918888,DEPOSIT,ETH,0.352713
1571918825,WITHDRAWAL,ETH,0.482858
1571918735,WITHDRAWAL,BTC,0.351971
1571918664,DEPOSIT,BTC,0.761741
1571918623,WITHDRAWAL,ETH,0.913496
1571918618,DEPOSIT,ETH,0.823874
1571918529,WITHDRAWAL,XRP,0.024278
1571918441,WITHDRAWAL,BTC,0.568487
1571918400,DEPOSIT,ETH,0.659832
1571918314,WITHDRAWAL,BTC,0.994443
1571918264,DEPOSIT,ETH,0.655823
1571918226,WITHDRAWAL,XRP,0.156429
1571918221,WITHDRAWAL,BTC,0.281223
1571918162,DEPOSIT,XRP,0.068928
1571918139,WITHDRAWAL,BTC,0.911341
1571918124,WITHDRAWAL,XRP,0.164666
1571918073,DEPOSIT,BTC,0.023641
1571918046,WITHDRAWAL,XRP,0.504161
1571918032,WITHDRAWAL,XRP,0.927256
1571917986,DEPOSIT,XRP,0.642775
1571917912,DEPOSIT,BTC,0.578415
1571917856,WITHDRAWAL,BTC,0.065576
1571917768,WITHDRAWAL,ETH,0.987207
1571917735,WITHDRAWAL,XRP,0.683767
1571917726,DEPOSIT,BTC,0.275593
1571917726,DEPOSIT,BTC,0.697184
1571917685,WITHDRAWAL,BTC,0.278201
1571917626,WITHDRAWAL,BTC,0.286943
1571917588,WITHDRAWAL,XRP,0.511017
1571917542,DEPOSIT,ETH,0.232004
1571917443,DEPOSIT,ETH,0.187697
1571917438,DEPOSIT,ETH,0.661193
1571917375,DEPOSIT,ETH,0.968614
1571917294,DEPOSIT,ETH,0.843655
1571917217,DEPOSIT,BTC,0.679604
1571917138,WITHDRAWAL,BTC,0.43624
1571917134,DEPOSIT,XRP,0.089349
1571917090,WITHDRAWAL,ETH,0.156411
1571917028,WITHDRAWAL,XRP,0.961642
1571917001,DEPOSIT,XRP,0.788414
